dataset_id,original,paraphrased,sentiment,original_clean,paraphrased_clean,semantic_distance
1,@marchb To the photo shoot?  May be a tad too early for booze ,@marchb For the photo shoot? Might be a bit premature for alcohol,positive,@marchb To the photo shoot?  May be a tad too early for booze,@marchb For the photo shoot? Might be a bit premature for alcohol,0.19521558
1,Gosh I wish I was going to prom right now ,I really wish I could be at prom at this moment,negative,Gosh I wish I was going to prom right now,I really wish I could be at prom at this moment,0.074739814
1,@mizqueeny Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,"@mizqueeny Gain 100 followers daily with www.tweeteradder.com After adding everyone, you're either on board or upgrade to VIP",positive,@mizqueeny Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip,"@mizqueeny Gain 100 followers daily with www.tweeteradder.com After adding everyone, you're either on board or upgrade to VIP",0.123028815
1,http://www.myspace.com/darlingparade check out this band. They're good ,Check out this band at http://www.myspace.com/darlingparade - they're really good.,positive,http://www.myspace.com/darlingparade check out this band. They're good,Check out this band at http://www.myspace.com/darlingparade - they're really good.,0.03465247
1,@smoothjams welcome back Jamal ,"@smoothjams good to have you back, Jamal",positive,@smoothjams welcome back Jamal,"@smoothjams good to have you back, Jamal",0.07996142
4,A return to pure Disney magic and is enjoyable family fare.,A delightful comeback to classic Disney enchantment that offers wonderful entertainment for the whole family.,positive,A return to pure Disney magic and is enjoyable family fare.,A delightful comeback to classic Disney enchantment that offers wonderful entertainment for the whole family.,0.25226462
1,Off to a party. See you all later tonight ,Heading to a party. Catch you all later this evening,positive,Off to a party. See you all later tonight,Heading to a party. Catch you all later this evening,0.19729376
1,http://twitpic.com/4h8g8 - @abigailcook here is the big man  he says hello!,http://twitpic.com/4h8g8 - @abigailcook the big guy sends his greetings!,positive,http://twitpic.com/4h8g8 - @abigailcook here is the big man  he says hello!,http://twitpic.com/4h8g8 - @abigailcook the big guy sends his greetings!,0.16158342
1,@giraffeluv3 I can't believe you won't eat at Maggiano's any more. sososo sad  guess we'll have to try lots of new places this summer tho!,"@giraffeluv3 I'm so bummed that you're done with Maggiano's now. sososo heartbreaking  but hey, at least we get to explore a bunch of new restaurants this summer!",negative,@giraffeluv3 I can't believe you won't eat at Maggiano's any more. sososo sad  guess we'll have to try lots of new places this summer tho!,"@giraffeluv3 I'm so bummed that you're done with Maggiano's now. sososo heartbreaking  but hey, at least we get to explore a bunch of new restaurants this summer!",0.15003604
4,"There is no solace here, no entertainment value, merely a fierce lesson in where filmmaking can take us.","There's no comfort to be found, no amusement to be had, only a brutal education in cinema's potential destinations.",negative,"There is no solace here, no entertainment value, merely a fierce lesson in where filmmaking can take us.","There's no comfort to be found, no amusement to be had, only a brutal education in cinema's potential destinations.",0.38687724
4,"The story that emerges has elements of romance, tragedy and even silent-movie comedy.","The tale that unfolds contains aspects of love, heartbreak, and even slapstick humor reminiscent of silent films.",positive,"The story that emerges has elements of romance, tragedy and even silent-movie comedy.","The tale that unfolds contains aspects of love, heartbreak, and even slapstick humor reminiscent of silent films.",0.16908741
4,Can I admit XXX is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure?,Can I confess that XXX has the depth of a puddle and the character development of a phone directory but still call it my guilty pleasure?,negative,Can I admit XXX is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure?,Can I confess that XXX has the depth of a puddle and the character development of a phone directory but still call it my guilty pleasure?,0.29534936
1,@RealMattLucas STILL too far away ,@RealMattLucas It's STILL not close enough,negative,@RealMattLucas STILL too far away,@RealMattLucas It's STILL not close enough,0.17763716
4,No.,I refuse.,negative,No.,I refuse.,0.5925542
1,we took 6th in iowa  today was boaring,We placed sixth in Iowa. Today was dull.,negative,we took 6th in iowa  today was boaring,We placed sixth in Iowa. Today was dull.,0.22879851
1,is definately dying and has to go to work ,is absolutely dying and has to go to work,negative,is definately dying and has to go to work,is absolutely dying and has to go to work,0.088439465
1,Pink  flowery background  Oh Yeah!,Pink floral backdrop - Yes!,positive,Pink  flowery background  Oh Yeah!,Pink floral backdrop - Yes!,0.22534442
1,At my friend's son's christening party. Waiting for the pig to arrive. Held the baby until he started crying. ,At the christening celebration for my friend's child. Anticipating the arrival of the roasted pig. I cradled the infant until he began to fuss.,negative,At my friend's son's christening party. Waiting for the pig to arrive. Held the baby until he started crying.,At the christening celebration for my friend's child. Anticipating the arrival of the roasted pig. I cradled the infant until he began to fuss.,0.10479814
4,"Confusion is one of my least favourite emotions, especially when I have to put up with 146 minutes of it.","Being confused is among the emotions I dislike most, particularly when I'm forced to endure it for 146 minutes.",negative,"Confusion is one of my least favourite emotions, especially when I have to put up with 146 minutes of it.","Being confused is among the emotions I dislike most, particularly when I'm forced to endure it for 146 minutes.",0.22632754
4,An elegant film with often surprising twists and an intermingling of naiveté and sophistication.,A graceful movie that weaves together innocence and worldliness with frequently unexpected turns.,positive,An elegant film with often surprising twists and an intermingling of naiveté and sophistication.,A graceful movie that weaves together innocence and worldliness with frequently unexpected turns.,0.3396864
4,One of the more glaring signs of this movie's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from Ms. Spears.,One of the most obvious indicators of this film's subservience to its celebrity lead is how it carefully avoids any scenes that would have demanded real acting ability from Ms. Spears.,negative,One of the more glaring signs of this movie's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from Ms. Spears.,One of the most obvious indicators of this film's subservience to its celebrity lead is how it carefully avoids any scenes that would have demanded real acting ability from Ms. Spears.,0.24728113
1,fineeee! learning about twitter ,alriiight! figuring out how twitter works,positive,fineeee! learning about twitter,alriiight! figuring out how twitter works,0.30940044
1,"suns almost risen, ugh ","The sun's nearly up already, ugh",negative,"suns almost risen, ugh","The sun's nearly up already, ugh",0.22364485
1,Possibly going to Chicago in July!! ,I might be heading to Chicago this July!!,positive,Possibly going to Chicago in July!!,I might be heading to Chicago this July!!,0.14362073
1,Been in the salon all day! ,I've spent the entire day at the salon!,negative,Been in the salon all day!,I've spent the entire day at the salon!,0.10707426
1,@marcleolarocque Not long to go *sips beer* ,@marcleolarocque Almost there *takes a drink of beer*,positive,@marcleolarocque Not long to go *sips beer*,@marcleolarocque Almost there *takes a drink of beer*,0.13283908
1,Just &quot;chillin on a Sunday afternoon&quot; just finished my therapy work for the day now just ME time ,"Just ""relaxing on a Sunday afternoon"" - wrapped up my therapy work for today and now it's time for myself",positive,"Just ""chillin on a Sunday afternoon"" just finished my therapy work for the day now just ME time","Just ""relaxing on a Sunday afternoon"" - wrapped up my therapy work for today and now it's time for myself",0.18455058
1,"@ccb876 but on the others oohhh GOD. .. onions,, anchovies ..  MUSHROOMS.. lollll","@ccb876 but for the rest of them—oh my GOODNESS… onions, anchovies… MUSHROOMS… lol",negative,"@ccb876 but on the others oohhh GOD. .. onions,, anchovies ..  MUSHROOMS.. lollll","@ccb876 but for the rest of them—oh my GOODNESS… onions, anchovies… MUSHROOMS… lol",0.07395965
4,A fast paced and suspenseful Argentinian thriller about the shadow side of play.,"A gripping, high-octane thriller from Argentina that explores the dark underbelly of games and recreation.",positive,A fast paced and suspenseful Argentinian thriller about the shadow side of play.,"A gripping, high-octane thriller from Argentina that explores the dark underbelly of games and recreation.",0.23456669
1,access to streaming media blocked in nxec train wifi - so no iplayer or youtube  - i guess i'll continue my book!,Streaming services like iPlayer and YouTube are blocked on NXEC train WiFi - looks like I'll just keep reading my book instead!,negative,access to streaming media blocked in nxec train wifi - so no iplayer or youtube  - i guess i'll continue my book!,Streaming services like iPlayer and YouTube are blocked on NXEC train WiFi - looks like I'll just keep reading my book instead!,0.073868275
1,See this is why I hate airplanes so sad at family of air France 447 passengers ,It's heartbreaking for the families of Air France 447 passengers - this is exactly why I despise flying,negative,See this is why I hate airplanes so sad at family of air France 447 passengers,It's heartbreaking for the families of Air France 447 passengers - this is exactly why I despise flying,0.107595205
