dataset_id,original,paraphrased,sentiment
1,"@cosleia I'm sorry you got all grouchy, what happened?   Boll Weevil is SUCH a comfort spot, I don't blame you going there.","@cosleia I'm sorry you're feeling so irritable, what's wrong? Boll Weevil is SUCH a cozy refuge, I totally understand why you'd head there.",negative
4,"If I want music, I'll buy the soundtrack.","If I'm interested in the music, I'll purchase the soundtrack.",negative
4,Should have been worth cheering as a breakthrough but is devoid of wit and humor.,Ought to have merited celebration as an achievement but lacks any cleverness or comedy.,negative
1,@DanielLavin http://twitpic.com/37vjv - Yesss. Daniel and I playing the Best Game Ever: Pig Pong. ,@DanielLavin http://twitpic.com/37vjv - Absolutely! Daniel and I are enjoying the Greatest Game of All Time: Pig Pong.,positive
1,@ShakaZine I wish I had a fun name like that  I heart your ShakaZine handle btw,@ShakaZine I love your ShakaZine username by the way - wish I had such a cool name myself,positive
1,@gotcoff33  i just might be making another one tonight! ,@gotcoff33 I'm seriously considering making another one this evening!,positive
4,"Outside of Burger's desire to make some kind of film, it's really unclear why this project was undertaken","Beyond Burger's wish to create a movie of some sort, it's genuinely puzzling why this project was pursued",negative
1,Is sick as a dog  and is leaving for Bermuda tomorrow!,Is terribly ill and departing for Bermuda tomorrow!,negative
1,i'm really really missing my mac this morning  the people who robbed me seriously suck hard.,I'm truly longing for my Mac today - those thieves who stole it are absolutely awful.,negative
1,i dont understand twitterzzz. ,I don't get Twitter.,negative
1,@whereskate  noo. what's wrong doll?,"@whereskate oh no, what's the matter sweetie?",negative
4,"A directorial tour de force by Bernard Rose, ivans xtc.","A masterful directorial achievement from Bernard Rose, ivans xtc.",positive
1,WHYYY is NOVEMBER sooo FAR AWAY  NEW MOON..please come out now!,"WHY does NOVEMBER have to be SO FAR OFF... NEW MOON, please just release already!",negative
1,Why the fuck is it so cold in june!? I'm pretty sure I'm sick now ,Why is it freezing in June!? I'm pretty sure I've caught something now.,negative
1,; at school !    working on music projectt        Chilling With Tino And Rozzzz,At school right now! Working on a music project and hanging out with Tino and Rozzzz,negative
1,Makemebad35 &amp; Nigahiga replied to me today! (well yesterday)  its been a GOOD DAY! WHY AM I SUCH A DORK &lt;.&lt;  I love youtube celebs!&lt;33 LOL,Makemebad35 and Nigahiga responded to me today! (actually yesterday) it's been an AMAZING DAY! I'M SUCH A NERD <.< I adore YouTube stars!<33 HAHA,positive
1,@EETWiz ? update what?  I am confused ,@EETWiz? What update are you referring to? I'm lost.,negative
1,Im enjoying the first tonight show with conan. ,I'm having a great time watching Conan's debut on the Tonight Show.,positive
1,"@JessButterfly i don't no, i scared, really really ","@JessButterfly I'm not sure, I'm frightened, truly terrified",negative
1,"What an amazing day. Warm, sunny and I'm off! Sky HD installed, but TV seems unimpressed with the HDMI 1.1 it offers ","What a fantastic day. It's warm and sunny, and I have the day off! Got Sky HD set up, though the TV doesn't seem thrilled about the HDMI 1.1 connection it provides.",negative
4,They threw loads of money at an idea that should've been so much more even if it was only made for teenage boys and wrestling fans.,"They poured massive amounts of cash into a concept that had the potential to be far greater, even if it was just targeting teenage males and wrestling enthusiasts.",negative
1,@TerrenceJ106 I got twisted with the bruhs here in DC for the DC PanHell weekend. Im coming down off the high now though ,@TerrenceJ106 I partied hard with the brothers here in DC during the DC PanHell weekend. Starting to come back down to earth now though,negative
1,@leftyshields no way! ,No way!,negative
1,"@Domness sadly, I don't feel these 'revolutionary' new features are very revolutionary. Kinda disappointed &amp; bored already. ","@Domness unfortunately, these supposedly 'groundbreaking' new features don't seem groundbreaking at all. I'm feeling quite let down and already losing interest.",negative
4,"For all of its insights into the dream world of teen life, and its electronic expression through cyber culture, the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2-hour running time.","Despite offering deep glimpses into adolescent fantasy life and its digital manifestation in online culture, the movie refuses to provide viewers hoping to extract a coherent narrative from its 150-minute duration.",negative
1,"@SuzeOrmanShow Congratulations, Suze! My two year old daughter was on your show last night! Thank you for putting her on! So fun!!!! ","@SuzeOrmanShow Way to go, Suze! My 2-year-old was featured on your program yesterday evening! Thanks so much for including her! What a blast!!!!",positive
1,Was preparing Economics....hav an xam tomorrow ,I was studying Economics... I have an exam tomorrow.,negative
1,@SapphireChic @thismetalchic babes...I FEEL U DIE!!!...uv got to be so self-conscious now!! pele ,Ladies... I TOTALLY UNDERSTAND YOUR PAIN!!!... you must feel so aware of yourself now!! sorry about that,negative
1,"just got home, ahh what a day ","Just arrived home, whew what a day",positive
1,@cramur They died  we are going to have them replaced before the big party.... are you going to be here for that!?!?,"@cramur They passed away, but we'll get replacements before the big party... will you be attending!?!?",negative
1,@fuschia_nicolee omg. my dad (born &amp;&amp; raised in NY) will NOT STOP SAYING THAT SHIT! He believes that NY is the world. period. lol ,@fuschia_nicolee OMG my dad (who was born and raised in NY) CONSTANTLY says that! He's convinced NY is literally the center of the universe haha,positive
4,"Time stands still in more ways that one in Clockstoppers, a sci-fi thriller as lazy as it is interminable.","Clockstoppers is a science fiction thriller that remains frozen in multiple respects, proving as sluggish as it is endless.",negative
1,YESSSS!!! They uploaded 2 episodes of Code Geass R2  So happy atm... I can tell its gonna be a late night,YES!!! They just released 2 episodes of Code Geass R2! I'm absolutely thrilled right now... looks like I'll be staying up late tonight,positive
1,Tonight was one of them nights ,Tonight was one of those nights,positive
1,back from Athens for exams! Unexpected break up! ,Returned from Athens to take exams! Sudden end to the relationship!,negative
1,Sundays are becoming a routine. Boring ,Sundays have turned into a predictable pattern. Dull.,negative
1,@BFFtv any time! ,"Anytime at all, @BFFtv!",positive
1,"still raining, hopefully the weather will improve ","It's still raining, but I'm hoping the weather gets better.",negative
1,thinks its sweet tht the white house is now tweeting!! haha  Had an awesome day with the fam and the bf!!! Studying for exam #1 then bed!!,finds it adorable that the white house has started tweeting!! lol Had an amazing day with family and my boyfriend!!! Hitting the books for my first exam then off to sleep!!,positive
1,"@LucasBlack Only thing was babe, reading your page I couldnt see any of the pics relating to the ceiling, they were empy with that red x. ","Babe, the only issue was that when I looked at your page, I couldn't view any of the ceiling-related pictures - they all showed up as empty with red x marks.",negative
1,"@PerezRevenge oh thanks!  could you DM @NicLinkletter for details, she's in touch with Tyra, if you could promote the T-Shirts (-cont)","@PerezRevenge oh thank you! Would you be able to direct message @NicLinkletter for more information? She's connected with Tyra, if you'd be willing to help promote the T-Shirts (-cont)",positive
1,"Friends, see you at Amarula tonight!    Gotta go...","Friends, I'll catch you at Amarula this evening! Need to run...",positive
1,"Now just need new YYYs to be as impressive. Do have faith in my girlcrush, though.  KO can do no wrong.","I just hope the new YYYs will be equally impressive. I have complete confidence in my girlcrush, though. KO is flawless.",positive
1,@DisGurlJoJo you can always call me ,You're welcome to call me anytime,negative
1,@PsychicRadio Thabks! This made me feel very special! ,@PsychicRadio Thanks! This really made me feel special!,positive
1,i dont want my chemistry exam ,I really don't want to take my chemistry test,negative
4,"If Festival in Cannes nails hard- boiled Hollywood argot with a bracingly nasty accuracy, much about the film, including some of its casting, is frustratingly unconvincing.","While Festival in Cannes captures Hollywood's tough-guy lingo with sharp, biting precision, many aspects of the movie, including certain casting choices, remain disappointingly implausible.",negative
1,@allthedoll I messed them up a bit.    Maybe the next time I make them I won't get caught up doing other things.,@allthedoll I made a few mistakes with them. Perhaps next time I'll be able to focus without getting distracted by other tasks.,negative
